Optical efficiency,Field efficiency,DNI corrected efficiency
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6774677467746775,0.08045014849327563,4.336799212142299
0.6086434573829532,0.24314526235492834,102.99028014894296
0.6289588181726197,0.42053805592707033,267.6823545307708
0.623450696501042,0.5242941630598436,392.2580653389654
0.5929424111242293,0.5098296020059888,413.01671765047706
0.5363419091803739,0.486367970760488,410.61650068645156
0.5190862639014127,0.4659793177092114,400.567525239605
0.5103147116398132,0.45796828540575946,393.7776194225599
0.5285310734463277,0.479038843800603,404.7533525600392
0.5793058284217419,0.5007366604497608,406.30143690215345
0.6151545363908275,0.5152398798228969,386.5437441907198
0.6264449401744068,0.4201081366451629,269.0277783236956
0.6123837151145344,0.2490987834099962,107.40278701846398
0.6581949169501701,0.08263484913576757,5.131044658837021
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6717671767176717,0.07697118176255387,3.8190863340085923
0.5970388155262105,0.23631399153627675,99.16148936342753
0.6181082448153769,0.41097852059037804,260.76900494385836
0.6102250382346516,0.5139457894296704,383.9167698489135
0.5872016784683975,0.5036400538390111,407.61989019717186
0.5254879932593737,0.47672987199714356,402.2260540679244
0.5128282070517629,0.4609317991460849,396.0477612182459
0.5147214253359504,0.46069217974307786,395.98208908899244
0.5252225519287834,0.4757761441472885,401.8870504236129
0.5731675392670157,0.4958701395053628,402.26528572285326
0.6090475662490298,0.5098662258499957,382.44371343024096
0.6211337592536254,0.41656203074814996,266.70700077235216
0.6037811343403021,0.24540892356443686,105.75907061997108
0.6559935961576946,0.08218780147824037,5.067049365721452
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6722344468893778,0.07448173609406115,3.3842584578408714
0.5872523514108465,0.23066610254509623,95.86264481401386
0.6143348160129397,0.40725559692495894,257.5722769260788
0.6078495325070667,0.5127175562709897,382.3911802875292
0.5787751897409055,0.49671160021265276,401.6268118446453
0.5228227387286475,0.4748240772846355,400.35818060362277
0.5067466266866567,0.45570260762117754,391.3684046893271
0.506420909502946,0.45278064252097394,389.0381497971091
0.5223838440898179,0.47334823570462775,399.71666603249594
0.572569035466562,0.49581906245708013,402.12217364624604
0.6145914181173079,0.5145886818058762,385.89558824665374
0.6199939166582176,0.41588192947345914,266.19380851274616
0.5973986993496748,0.24257121471573345,104.4528360356854
0.6530265132566283,0.08139576296321484,4.969980668342181
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6652665266526653,0.07135263086483846,2.9528338520153112
0.5882941470735368,0.2285904842670624,94.06400185068227
0.6191341204965183,0.4093193326359515,258.02546991559643
0.6102447476716483,0.515013983641908,383.4826758710034
0.5822586948026572,0.5010691679720831,404.75309324473096
0.5212825539064688,0.4727695781394275,398.3596631982093
0.5064390536088649,0.45578374929821874,391.2442182316364
0.5032511719340692,0.4494560036007283,386.03049256560286
0.5239508266214498,0.47445854594618164,400.5237440771338
0.5695407562475467,0.49340203729459625,400.04632702938574
0.6131249307172154,0.5138486207867144,385.2289688880351
0.6189317928448363,0.4153859935189048,265.77050209365194
0.5979391756702681,0.24265032779223014,104.37205889756822
0.6458583433373349,0.08014414322928787,4.8339724563223525
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6746349269853971,0.0697963522059901,2.6153780773599835
0.5938781634490347,0.22899792718412562,93.27880422894658
0.6161829907295445,0.4063401557246683,255.28872561915864
0.6072817631806395,0.5122663139329806,380.8087000400269
0.580200338233381,0.49869066825886826,402.4643127762999
0.5187053383774696,0.4697978574621162,395.6149173292597
0.5029913251570446,0.45272406778624086,388.4465129307871
0.5089312745988496,0.45383889042258413,389.6626355721211
0.5201299618590196,0.4710700719034051,397.5540774727716
0.5614287583409656,0.4863744870275931,394.25482936732817
0.6110433529216099,0.5122663139329805,383.9508443841317
0.617402755267423,0.41441605510493107,265.05424701426676
0.6038019009504753,0.24471714295805896,105.13846195924688
0.6595638255302121,0.081461905430383,4.844193654934346
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6777677767776777,0.06742639478574626,2.2753110337239297
0.5843337334933973,0.22335412186379924,90.05917223629433
0.6146788990825688,0.40299000981246175,252.35767363133817
0.6090371167294244,0.5143618767420254,381.7675731174401
0.5838533541341654,0.5008588968715552,403.87313528452785
0.5140056022408963,0.4649325196347952,391.3031831156982
0.512034683809239,0.4607322074481634,395.16499782642137
0.5099287554949219,0.4537539525641222,389.477686750231
0.5236075770426916,0.47371946139688076,399.70050729053094
0.5603189125604496,0.48565841635132706,393.60097663079904
0.6124168514412417,0.5131982970938005,384.5764746594285
0.615852422460977,0.413248693439249,264.2217738747827
0.6012803841152345,0.24346802113772498,104.47270006589473
0.6573314662932587,0.08054841204194944,4.712838621771016
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6875062518755627,0.06586386787563638,1.989887989722765
0.5805322128851541,0.21985507589486203,87.7508614122455
0.6098347440548166,0.39784664027684413,248.34662086595844
0.6036722860517556,0.5080960888806744,376.5570169675615
0.5798231929277171,0.49572452055025173,399.3876613508858
0.5179946786164403,0.46812125264202215,393.76350484854146
0.5052207637231504,0.4549529194518207,390.049735341302
0.5037138093072608,0.44791476512807943,384.34640020175084
0.5173242822797341,0.46753062755632996,394.37940496564573
0.55893883951908,0.4845816867263092,392.6403669373741
0.6095480726628267,0.5106328849249021,382.5593495362868
0.6179957442496706,0.41473608374859966,265.0573917981993
0.5952,0.2407857737085706,103.16175069899971
0.6521304260852171,0.07934066734227664,4.554641628923299
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6906,0.06344745340940641,1.7038969047886574
0.584392196098049,0.21867146028991427,86.37239329831966
0.6130820399113082,0.3976747206005417,247.437917212534
0.6044191783760592,0.5077693998245919,375.7459610768711
0.5802597402597403,0.4956373092693419,398.9644254362895
0.5116083916083916,0.46219489903340033,388.5506948375555
0.49589980617265544,0.44663650880833233,382.75660809678095
0.49802671523983,0.44205039697118126,379.1879830084514
0.5137848154955464,0.46434180663830943,391.5799065400625
0.5620180368579271,0.4870935220935221,394.5721978837327
0.6062922344078875,0.5076725122162853,380.2250712647331
0.6090697439012046,0.4091126174842281,261.3204486139898
0.5911591159115912,0.2386762623482276,102.06697920837246
0.655131026205241,0.0790343792940987,4.438488987016242
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6980698069806981,0.061618887905965675,1.459561038262448
0.575887943971986,0.21309641182672678,83.27466084110475
0.6066035836521039,0.3923745937335089,243.3383318955338
0.600857908847185,0.5030780831327103,371.70167175801095
0.577147298872911,0.4934675501189261,396.85881144542685
0.5034251363064448,0.4544253038362462,381.7879790090671
0.4991058122205663,0.44917000634920634,384.75600887800147
0.4986326344576117,0.44167805758145634,378.73365608995596
0.5092684307343993,0.4595893845967839,387.4526731380677
0.5561658166601282,0.48156495096462676,389.976500342548
0.6009961261759823,0.5039387804595156,377.2907345572998
0.6116337885685382,0.4105896074770201,262.09075117083347
0.5896769030709212,0.23770306487080808,101.42798726515609
0.653965396539654,0.0780065603973556,4.272540315112691
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6934693469346934,0.05868217851801853,1.2157852993859375
0.5764152830566113,0.21120745580066783,81.63655339901787
0.5951685958731756,0.38276559362795937,236.58645995713314
0.6002781046101188,0.5018282366487181,370.19801681894995
0.5718160681994316,0.4893130692853794,393.15411718291807
0.49167249825052484,0.44284401764486836,371.8257483963415
0.4868891537544696,0.43804591049382724,375.0521379310034
0.4890544238370325,0.4329107676156112,371.07492117471526
0.5041826173259606,0.45386126457949655,382.4946027928119
0.5424349418072447,0.4696033614165969,380.1607301542715
0.5909090909090909,0.4956137827099602,370.9000239815635
0.6013342767613464,0.4038994052715618,257.62043942737466
0.5742148429685937,0.23064380937600798,98.16759660118335
0.6341634163416342,0.07501709494763761,3.994538120269511
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6888377675535107,0.05543004553249364,0.9954220181239576
0.5647823911955978,0.20464608209390672,78.21699924063424
0.5905662274967314,0.3786828055470074,233.26854134576266
0.5913358941527955,0.4941230238321954,363.9340130651155
0.5566317964613199,0.47562856808512416,381.7982141518654
0.4866872197309417,0.4371630389184447,366.8197816956321
0.4829739776951673,0.435086800799521,372.3371480186826
0.4866920152091255,0.4300116541219459,368.4413084514771
0.4979429706341325,0.447892745302714,377.32627621060163
0.5391054145958671,0.4665878313206528,377.5763579629501
0.5868580894533407,0.49275238797583926,368.5792563346632
0.5902103559870551,0.3955592005626659,252.07595389571125
0.5718,0.22914870463962123,97.25249709063092
0.6304630463046305,0.07362342686138333,3.798581836447866
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6900690069006901,0.05258343398660553,0.8105312481066076
0.5461276766059636,0.19626863699999456,74.15719766701052
0.5855421686746988,0.37383526327288613,229.48852003264244
0.5823648576607314,0.48594175064775785,357.32971871677194
0.5533092969353592,0.47332159022172166,379.5802491838426
0.48318385650224216,0.43310565949774754,363.1745975606877
0.4835931700074239,0.43585459364673923,372.80484417286
0.4817351598173516,0.4250164011961431,364.0057789806384
0.49255424762445044,0.4429016826528344,372.9738143017097
0.5270252584740217,0.45571127653920984,368.6201926528567
0.5769866637275433,0.48513561177969394,362.6829896542511
0.5857677145456384,0.39233612809763724,249.76975148071
0.5653565356535654,0.22592047470289445,95.57554597680978
0.617623524704941,0.07108041874664599,3.541005965700854
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6833683368336834,0.049215423047201154,0.6442822812144889
0.5473094618923785,0.19434243656788688,72.56977932518758
0.5826479438314944,0.3709265143655854,226.9057257369009
0.5818763326226013,0.48442538587716466,355.62975862264153
0.54243399871217,0.4635410180426872,371.3711699202217
0.48194971203820763,0.43052789777074446,360.7670073452425
0.47930574098798395,0.432079629882857,369.3806221314664
0.4707584526347853,0.4147944269110166,355.0908785957823
0.4882962122286849,0.43870044552567683,369.27856011855226
0.527817777195968,0.4562419006479481,368.8798288354102
0.5685972252807752,0.47810288182720256,357.20717073401
0.5924017379003739,0.3963362723337147,252.0316454142307
0.5688568856885688,0.22667698994838356,95.55520414101879
0.6224112056028014,0.07054269373360868,3.380549867166091
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6778711484593838,0.046225642893774455,0.5080679879372858
0.5413082616523305,0.18982625190286048,70.03414224477196
0.5841027699718988,0.37012254158176894,225.60928371326006
0.5816533333333334,0.4822310137180827,353.4285363431095
0.5388667608891173,0.4603168605738655,368.4181470353058
0.4836169315145549,0.4307395785898603,360.69138694136905
0.4752225519287834,0.4270893110535432,364.91378675607314
0.4689739289525842,0.4123665625872617,352.84459488865144
0.4779338725698879,0.42908236474782996,361.0177587017213
0.521517331589274,0.4509585951655808,364.42573650318525
0.5616468516072215,0.47224346503174147,352.5917345132076
0.5803842264914054,0.38731651845037307,245.98827895468602
0.5549109821964393,0.22018255492729966,92.45497634544711
0.6087826347904371,0.0679299070121732,3.1192339480176905
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6695008502550766,0.04309949613228301,0.392791989328652
0.5348069613922785,0.18587089915745128,67.73425375901084
0.5724040972082748,0.3614178787289375,219.5088662496265
0.5755411024629491,0.4758467706935347,348.1592458776378
0.5362151035636177,0.45667733087683043,365.1313132514327
0.4766526019690577,0.42400637289741766,354.79734914942964
0.4627020613970043,0.41551218036011495,354.8193984118405
0.4668394572343345,0.4102273061682167,350.8385561126422
0.48291022549992907,0.43328815348137856,364.3789972316371
0.5165381095568048,0.4464908327555658,360.6198277718082
0.5593890781232832,0.47072037859926674,351.19540635251974
0.575916759268613,0.3837669914545602,243.39962781096207
0.5507652295688706,0.21743626212728276,90.91203294770845
0.6038811643493048,0.06614441631147759,2.8981419928121226
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6553310662132427,0.03969430402748868,0.2959348629448626
0.5219043808761752,0.1791514893827276,64.46693524958961
0.5670278948424644,0.35645437975385086,215.70224393864308
0.568179402699543,0.4698511173686418,343.1819988811884
0.5254367934224049,0.4472958420828105,357.25747972186986
0.4748343437191597,0.4208226982572197,351.87270247701036
0.4597360225418953,0.41249288201530926,352.0325074431296
0.461960664735478,0.4056807983084622,346.7680852648075
0.47511697150148874,0.42577028568128983,357.8714876421129
0.5113086677997124,0.44151138729633477,356.3900121721531
0.549890350877193,0.4628327391562685,345.03373903478365
0.5748333669965664,0.3824941721382399,242.22954464071967
0.542,0.2132363962530376,88.74234786878387
0.6026,0.06477093174154239,2.695983193692614
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6564656465646564,0.03722958770074634,0.22374610489583524
0.5125025005001,0.17431468039547626,61.9219272002441
0.5579200963661916,0.3490571633796653,210.44222072708519
0.5544827586206896,0.4578233303473674,333.8141119949622
0.5192012288786483,0.4428346730177632,353.31838700818105
0.46744644870349494,0.4137807493704853,345.7216024407604
0.46335311572700294,0.4154025932810445,354.2981034648364
0.46001221001221,0.4033729181238533,344.6056663409107
0.46880317640385705,0.41976183263368966,352.627685422335
0.5008486747617182,0.4322795382284531,348.71976463780703
0.5420908593322387,0.45653022177531977,340.0403333297893
0.5662054337945662,0.3759745144952935,237.71475963564808
0.5392,0.21125097000586085,87.47483850092148
0.5931,0.06231586430165055,2.452376072572751
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.6456,0.03401860788676979,0.16220185467746442
0.5106510651065107,0.17199518549985834,60.29658627384843
0.5577309236947792,0.3463406672286329,208.01889166893443
0.5535297858808564,0.45654591387382365,332.29427751617965
0.5061491160645657,0.43087369438352596,343.4029376439503
0.4693329564725834,0.4135061324958621,345.2226694269103
0.4556099006966059,0.40869961682351214,348.35951517430004
0.4423047531713281,0.38690701501227814,330.3484529833362
0.45863488009081876,0.4099934663130788,344.22187289016307
0.4947753396029258,0.42626461764003953,343.6378449069657
